segment_id,road,way_id,highway,km,mid_lon,mid_lat
shaheed-captain-vikram-batra-flyover_77629945_0,Shaheed Captain Vikram Batra Flyover,77629945,trunk,0.131,77.156488,28.735365
shaheed-captain-vikram-batra-flyover_77629947_0,Shaheed Captain Vikram Batra Flyover,77629947,trunk,0.243,77.154803,28.73437
mahatma-gandhi-marg_77629953_0,Mahatma Gandhi Marg,77629953,primary,0.429,77.167145,28.593195
shaheed-captain-vikram-batra-flyover_77629955_0,Shaheed Captain Vikram Batra Flyover,77629955,trunk,0.134,77.155456,28.734576
unnamed_77643337_0,unnamed,77643337,primary,0.312,77.130238,28.70329
outer-ring-road_77643342_0,Outer Ring Road,77643342,trunk,0.316,77.095278,28.682266
outer-ring-road_77643345_0,Outer Ring Road,77643345,primary,0.197,77.094995,28.681227
outer-ring-road-underpass_77643355_0,Outer Ring Road Underpass,77643355,trunk,0.061,77.131253,28.704239
outer-ring-road_77643370_0,Outer Ring Road,77643370,primary,0.022,77.118508,28.697729
outer-ring-road_77643373_0,Outer Ring Road,77643373,primary,1.324,77.090505,28.656933
outer-ring-road_77643373_1,Outer Ring Road,77643373,primary,1.032,77.085079,28.648421
outer-ring-road_77643373_2,Outer Ring Road,77643373,primary,0.651,77.081373,28.638005
outer-ring-road_77643376_0,Outer Ring Road,77643376,primary,1.068,77.115247,28.697113
unnamed_77643378_0,unnamed,77643378,primary,0.97,77.104171,28.742069
outer-ring-road_77643380_0,Outer Ring Road,77643380,primary,0.359,77.080617,28.63503
outer-ring-road_77643383_0,Outer Ring Road,77643383,primary,0.377,77.094428,28.677877
panjabi-bagh-underpass_77643393_0,Panjabi bagh Underpass,77643393,primary,0.29,77.136612,28.674087
outer-ring-road_77643397_0,Outer Ring Road,77643397,trunk,1.056,77.142382,28.725063
outer-ring-road_77643397_1,Outer Ring Road,77643397,trunk,1.011,77.14008,28.718886
outer-ring-road_77643397_2,Outer Ring Road,77643397,trunk,0.144,77.138153,28.712254
outer-ring-road_77643398_0,Outer Ring Road,77643398,trunk,1.094,77.139267,28.715589
outer-ring-road_77643398_1,Outer Ring Road,77643398,trunk,1.122,77.141654,28.724175
mangolpuri-flyover_77643404_0,Mangolpuri Flyover,77643404,trunk,0.139,77.096343,28.688967
outer-ring-road_77643410_0,Outer Ring Road,77643410,primary,0.388,77.093904,28.675618
outer-ring-road_77643412_0,Outer Ring Road,77643412,primary,0.195,77.095182,28.682997
outer-ring-road_77643416_0,Outer Ring Road,77643416,trunk,0.324,77.095331,28.683872
bhera-enclave-underpass_77643417_0,Bhera Enclave Underpass,77643417,primary,0.1,77.092899,28.669653
mangolpuri-flyover_77643424_0,Mangolpuri Flyover,77643424,trunk,0.14,77.096227,28.688987
outer-ring-road_77643425_0,Outer Ring Road,77643425,trunk,0.317,77.095459,28.683837
outer-ring-road_77643427_0,Outer Ring Road,77643427,primary,0.254,77.094071,28.67588
outer-ring-road-underpass_77643433_0,Outer Ring Road Underpass,77643433,trunk,0.061,77.130947,28.703755
outer-ring-road_77643435_0,Outer Ring Road,77643435,primary,0.556,77.096104,28.688947
outer-ring-road_77643440_0,Outer Ring Road,77643440,trunk,0.033,77.095334,28.683132
outer-ring-road_77643442_0,Outer Ring Road,77643442,trunk,0.377,77.094645,28.680706
bhera-enclave-underpass_77643444_0,Bhera Enclave Underpass,77643444,primary,0.099,77.092895,28.668751
outer-ring-road_77643448_0,Outer Ring Road,77643448,primary,0.264,77.092411,28.667349
outer-ring-road_77643452_0,Outer Ring Road,77643452,trunk,0.033,77.095256,28.683434
outer-ring-road_77643454_0,Outer Ring Road,77643454,primary,0.344,77.093111,28.669445
outer-ring-road_77643459_0,Outer Ring Road,77643459,primary,0.378,77.094885,28.681262
unnamed_77643474_0,unnamed,77643474,primary,0.68,77.130959,28.703592
shivaji-marg_77645945_0,Shivaji Marg,77645945,primary,0.791,77.072981,28.627875
prembari-underpass_77743784_0,Prembari Underpass,77743784,primary,0.073,77.15639,28.697936
prembari-underpass_77743787_0,Prembari Underpass,77743787,primary,0.02,77.157025,28.699226
mahatma-gandhi-road_77743792_0,Mahatma Gandhi Road,77743792,primary,0.21,77.157675,28.699849
mahatma-gandhi-road_77743815_0,Mahatma Gandhi Road,77743815,primary,0.971,77.152669,28.687937
prembari-underpass_77743820_0,Prembari Underpass,77743820,primary,0.127,77.15646,28.697905
prembari-underpass_77743823_0,Prembari Underpass,77743823,primary,0.136,77.156925,28.699068
prembari-underpass_77743854_0,Prembari Underpass,77743854,primary,0.022,77.156981,28.698951
prembari-underpass_77743867_0,Prembari Underpass,77743867,primary,0.07,77.156188,28.697324
punjabi-bagh-chowk_77766225_0,Punjabi Bagh Chowk,77766225,primary,0.122,77.140497,28.673745
shri-hans-maharaj-flyover_77766227_0,Shri Hans Maharaj Flyover,77766227,primary,0.133,77.140939,28.676651
shri-hans-maharaj-flyover_77766230_0,Shri Hans Maharaj Flyover,77766230,primary,0.512,77.14,28.673633
ring-road_77766231_0,Ring Road,77766231,primary,0.159,77.136471,28.668049
panjabi-bagh-underpass_77766233_0,Panjabi bagh Underpass,77766233,primary,0.104,77.140613,28.673708
mahatma-gandhi-road_77766235_0,Mahatma Gandhi Road,77766235,primary,1.057,77.152687,28.688644
mahatma-gandhi-road_77766235_1,Mahatma Gandhi Road,77766235,primary,0.115,77.154316,28.693678
ch-brahm-prakash-flyover_77766236_0,Ch Brahm Prakash Flyover,77766236,primary,0.612,77.145767,28.682733
ch-brahm-prakash-flyover_77766237_0,Ch Brahm Prakash Flyover,77766237,primary,0.613,77.145707,28.682792
ring-road_77766238_0,Ring Road,77766238,primary,0.532,77.138765,28.671019
panjabi-bagh-underpass_77766240_0,Panjabi bagh Underpass,77766240,primary,0.102,77.139556,28.673754
rohtak-road_77766241_0,Rohtak Road,77766241,primary,0.336,77.13925,28.674006
shri-hans-maharaj-flyover_77766247_0,Shri Hans Maharaj Flyover,77766247,primary,0.515,77.139435,28.672053
mahatma-gandhi-road_77766249_0,Mahatma Gandhi Road,77766249,primary,0.307,77.142343,28.680401
rohtak-road_77766250_0,Rohtak Road,77766250,primary,0.304,77.139318,28.673677
shri-hans-maharaj-flyover_77766251_0,Shri Hans Maharaj Flyover,77766251,primary,0.132,77.140709,28.675542
mahatma-gandhi-road_77766252_0,Mahatma Gandhi Road,77766252,primary,0.299,77.142255,28.680095
rohtak-road_77766255_0,Rohtak Road,77766255,primary,1.025,77.151604,28.672263
rohtak-road_77766255_1,Rohtak Road,77766255,primary,0.036,77.154343,28.671833
shri-hans-maharaj-flyover_77766256_0,Shri Hans Maharaj Flyover,77766256,primary,0.167,77.138606,28.670291
rohtak-road_77766259_0,Rohtak Road,77766259,primary,1.145,77.104887,28.678338
rohtak-road_77766259_1,Rohtak Road,77766259,primary,1.055,77.1128,28.677338
rohtak-road_77766259_2,Rohtak Road,77766259,primary,1.02,77.124894,28.675754
rohtak-road_77766259_3,Rohtak Road,77766259,primary,0.717,77.13458,28.674544
mahatma-gandhi-road_77766264_0,Mahatma Gandhi Road,77766264,primary,0.037,77.14165,28.679022
mahatma-gandhi-road_77766268_0,Mahatma Gandhi Road,77766268,primary,0.035,77.141685,28.678683
rohtak-road_77769941_0,Rohtak Road,77769941,primary,1.063,77.149808,28.672405
zakhira-flyover_77769955_0,Zakhira Flyover,77769955,primary,0.218,77.160209,28.67061
rohtak-road_77769985_0,Rohtak Road,77769985,primary,0.048,77.157573,28.671135
rohtak-road_77769991_0,Rohtak Road,77769991,primary,0.234,77.159549,28.670869
new-rohtak-road_77769996_0,New Rohtak Road,77769996,primary,1.006,77.183308,28.661856
zakhira-flyover_77770030_0,Zakhira Flyover,77770030,primary,1.008,77.166358,28.668096
zakhira-flyover_77770030_1,Zakhira Flyover,77770030,primary,0.244,77.172434,28.666093
rohtak-road_77770032_0,Rohtak Road,77770032,primary,0.046,77.158089,28.67114
zakhira-flyover_77770036_0,Zakhira Flyover,77770036,primary,1.186,77.170949,28.666099
zakhira-flyover_77770036_1,Zakhira Flyover,77770036,primary,0.067,77.161614,28.670046
unnamed_77860386_0,unnamed,77860386,primary,0.294,77.131531,28.664275
unnamed_77860387_0,unnamed,77860387,primary,0.179,77.137024,28.668789
mahatma-gandhi-marg_77860389_0,Mahatma Gandhi Marg,77860389,primary,0.133,77.137047,28.668922
unnamed_77860394_0,unnamed,77860394,primary,0.23,77.136131,28.668015
raja-garden-flyover_77860395_0,Raja Garden Flyover,77860395,primary,1.204,77.124174,28.652841
club-road-flyover_77860396_0,Club Road Flyover,77860396,primary,0.278,77.128937,28.658864
raja-garden-flyover_77860398_0,Raja Garden Flyover,77860398,primary,0.793,77.124118,28.653235
club-road-flyover_77860399_0,Club Road Flyover,77860399,primary,0.171,77.131819,28.6644
moti-nagar-flyover_77860401_0,Moti Nagar Flyover,77860401,primary,0.236,77.135348,28.667245
club-road-flyover_77860402_0,Club Road Flyover,77860402,primary,0.289,77.128897,28.659039
mahatma-gandhi-marg_77860407_0,Mahatma Gandhi Marg,77860407,primary,0.755,77.127326,28.64472
mahatma-gandhi-road_77860408_0,Mahatma Gandhi Road,77860408,primary,0.116,77.129315,28.660386
mahatma-gandhi-marg_77860409_0,Mahatma Gandhi Marg,77860409,primary,0.322,77.13177,28.66407
club-road-flyover_77860412_0,Club Road Flyover,77860412,primary,0.459,77.129764,28.661573
mahatma-gandhi-road_77860419_0,Mahatma Gandhi Road,77860419,primary,0.114,77.129254,28.661423
mahatma-gandhi-marg-bridge_77862360_0,Mahatma Gandhi Marg Bridge,77862360,primary,0.053,77.132596,28.630881
mahatma-gandhi-marg-bridge_77862374_0,Mahatma Gandhi Marg Bridge,77862374,primary,0.087,77.131867,28.632402
mahatma-gandhi-marg_77862377_0,Mahatma Gandhi Marg,77862377,primary,0.83,77.136896,28.61338
naraina-flyover_77862381_0,Naraina flyover,77862381,primary,1.022,77.136511,28.62044
naraina-flyover_77862381_1,Naraina flyover,77862381,primary,0.263,77.136494,28.616371
naraina-flyover_77862391_0,Naraina flyover,77862391,primary,0.325,77.132708,28.630258
mahatma-gandhi-marg_77862392_0,Mahatma Gandhi Marg,77862392,primary,0.67,77.130822,28.635366
mahatma-gandhi-marg_77862398_0,Mahatma Gandhi Marg,77862398,primary,0.672,77.129917,28.637609
naraina-flyover_77862399_0,Naraina flyover,77862399,primary,1.281,77.136404,28.620439
mahatma-gandhi-marg-bridge_77862400_0,Mahatma Gandhi Marg Bridge,77862400,primary,0.056,77.132442,28.631271
mahatma-gandhi-marg_77862405_0,Mahatma Gandhi Marg,77862405,primary,0.072,77.131839,28.63277
mahatma-gandhi-marg-bridge_77862409_0,Mahatma Gandhi Marg Bridge,77862409,primary,0.055,77.132158,28.631667
mahatma-gandhi-marg_77862411_0,Mahatma Gandhi Marg,77862411,primary,0.804,77.127006,28.645051
mahatma-gandhi-marg_77868599_0,Mahatma Gandhi Marg,77868599,primary,0.937,77.172633,28.584761
unnamed_77868648_0,unnamed,77868648,trunk,0.221,77.165309,28.595626
mahatma-gandhi-marg_77881950_0,Mahatma Gandhi Marg,77881950,primary,0.05,77.178625,28.707196
mahatma-gandhi-marg_77882055_0,Mahatma Gandhi Marg,77882055,primary,1.056,77.184004,28.706415
mahatma-gandhi-marg_77882055_1,Mahatma Gandhi Marg,77882055,primary,0.641,77.193109,28.703198
new-rohtak-road_77885887_0,New Rohtak Road,77885887,primary,1.044,77.198342,28.655622
new-rohtak-road_77885887_1,New Rohtak Road,77885887,primary,0.349,77.192246,28.658727
rohtak-road_77888924_0,Rohtak Road,77888924,trunk,1.031,77.034309,28.682422
rohtak-road_77888924_1,Rohtak Road,77888924,trunk,1.238,77.045239,28.682278
rohtak-road_77888924_2,Rohtak Road,77888924,trunk,0.744,77.055344,28.682228
rohtak-road_77888936_0,Rohtak Road,77888936,trunk,1.024,76.992304,28.68544
rohtak-road_77888936_1,Rohtak Road,77888936,trunk,1.035,76.978809,28.686637
rohtak-road_77888936_2,Rohtak Road,77888936,trunk,1.059,76.96876,28.687504
rohtak-road_77888936_3,Rohtak Road,77888936,trunk,0.079,76.962723,28.68805
doctor-kb-hedgewar-marg_77891225_0,Doctor KB Hedgewar Marg,77891225,primary,0.039,77.227386,28.709309
arihant-marg_77891251_0,Arihant Marg,77891251,primary,0.73,77.183312,28.73157
doctor-kb-hedgewar-marg_77891255_0,Doctor KB Hedgewar Marg,77891255,primary,0.051,77.226956,28.709687
doctor-kb-hedgewar-marg_77891272_0,Doctor KB Hedgewar Marg,77891272,trunk,1.012,77.223203,28.719337
doctor-kb-hedgewar-marg_77891272_1,Doctor KB Hedgewar Marg,77891272,trunk,1.49,77.217596,28.721555
doctor-kb-hedgewar-marg_77891272_2,Doctor KB Hedgewar Marg,77891272,trunk,0.46,77.204988,28.726277
mahatma-gandhi-road_78168081_0,Mahatma Gandhi Road,78168081,primary,0.025,77.174048,28.707754
azadpur-flyover_78168082_0,Azadpur Flyover,78168082,primary,0.079,77.174836,28.708883
grand-trunk-road_78331464_0,Grand Trunk Road,78331464,trunk,0.044,77.141221,28.782688
grand-trunk-road_78331469_0,Grand Trunk Road,78331469,trunk,0.046,77.142936,28.802783
grand-trunk-road_78331471_0,Grand Trunk Road,78331471,trunk,0.723,77.134162,28.81735
grand-trunk-road_78331476_0,Grand Trunk Road,78331476,trunk,0.048,77.143237,28.802433
grand-trunk-road_78331478_0,Grand Trunk Road,78331478,trunk,0.04,77.141443,28.782316
grand-trunk-road_78331491_0,Grand Trunk Road,78331491,trunk,1.532,77.144606,28.768756
grand-trunk-road_78331491_1,Grand Trunk Road,78331491,trunk,0.63,77.149703,28.753073
grand-trunk-road_78331498_0,Grand Trunk Road,78331498,trunk,0.417,77.143978,28.793858
grand-trunk-road_78331501_0,Grand Trunk Road,78331501,trunk,1.114,77.141146,28.78846
unnamed_78484387_0,unnamed,78484387,primary,0.971,77.104144,28.741949
unnamed_78484396_0,unnamed,78484396,primary,0.079,77.109418,28.738573
doctor-kailash-nath-katju-marg_78484433_0,Doctor Kailash Nath Katju Marg,78484433,primary,0.42,77.111573,28.736874
unnamed_78484467_0,unnamed,78484467,primary,0.078,77.108922,28.739182
arihant-marg_78785336_0,Arihant Marg,78785336,primary,0.621,77.182975,28.730406
arihant-marg_78785551_0,Arihant Marg,78785551,primary,0.962,77.181991,28.71724
arihant-marg_78785610_0,Arihant Marg,78785610,primary,0.03,77.182746,28.724985
arihant-marg_78786221_0,Arihant Marg,78786221,primary,0.034,77.182633,28.725261
modi-mill-flyover_80511831_0,Modi Mill Flyover,80511831,primary,0.342,77.267925,28.555989
aurobindo-marg_80515440_0,Aurobindo Marg,80515440,trunk,0.25,77.20899,28.571329
aurobindo-marg_80515444_0,Aurobindo Marg,80515444,trunk,0.87,77.207639,28.563176
dabri-gurgaon-road_80678894_0,Dabri Gurgaon Road,80678894,primary,0.359,77.085319,28.611741
dadri-road_81058750_0,Dadri Road,81058750,trunk,1.072,77.303062,28.581359
dadri-road_81058750_1,Dadri Road,81058750,trunk,0.205,77.301228,28.583854
vikas-marg_81061267_0,Vikas Marg,81061267,primary,0.191,77.273502,28.628316
vikas-marg_81061268_0,Vikas Marg,81061268,primary,0.068,77.271203,28.628059
vikas-marg_81061277_0,Vikas Marg,81061277,primary,0.093,77.27193,28.628236
vikas-marg_81061296_0,Vikas Marg,81061296,primary,1.02,77.261473,28.628082
vikas-marg_81061296_1,Vikas Marg,81061296,primary,0.134,77.259783,28.627928
bikaji-cama-place-flyover_81387670_0,Bikaji Cama Place Flyover,81387670,primary,0.515,77.19111,28.56932
unnamed_103170712_0,unnamed,103170712,trunk,0.315,77.262374,28.670533
bawana-road_111287133_0,Bawana road,111287133,primary,1.02,77.094406,28.747105
bawana-road_111287133_1,Bawana road,111287133,primary,0.579,77.099853,28.74582
okhla-estate-marg-flyover_116046171_0,Okhla Estate Marg Flyover,116046171,trunk,0.236,77.284897,28.536265
okhla-estate-marg-flyover_116046174_0,Okhla Estate Marg Flyover,116046174,trunk,0.194,77.284626,28.536469
mayur-vihar-flyover_121067085_0,Mayur Vihar Flyover,121067085,trunk,0.201,77.29762,28.587273
dadri-road_121067086_0,Dadri Road,121067086,trunk,0.068,77.299031,28.585842
mayur-vihar-flyover_121067087_0,Mayur Vihar Flyover,121067087,trunk,0.78,77.295945,28.59046
unnamed_121067090_0,unnamed,121067090,primary,1.095,77.296804,28.588578
unnamed_121067090_1,unnamed,121067090,primary,0.195,77.29262,28.595748
sachivalaya-road-flyover_125736541_0,Sachivalaya Road Flyover,125736541,trunk,0.173,77.248134,28.635223
sachivalaya-road-flyover_125736542_0,Sachivalaya Road Flyover,125736542,trunk,0.736,77.25525,28.634669
sachivalaya-road-flyover_125736543_0,Sachivalaya Road Flyover,125736543,trunk,0.752,77.247296,28.635228
sachivalaya-road-flyover_125736544_0,Sachivalaya Road Flyover,125736544,trunk,0.05,77.246834,28.632469
acharya-shri-tulsi-marg_135465291_0,Acharya Shri Tulsi Marg,135465291,trunk,0.286,77.176076,28.507269
aurobindo-marg_150401885_0,Aurobindo Marg,150401885,trunk,0.512,77.19636,28.533575
dabri-palam-road_154180965_0,Dabri Palam Road,154180965,primary,1.009,77.081852,28.6001
dabri-palam-road_154180965_1,Dabri Palam Road,154180965,primary,0.759,77.081471,28.607143
dabri-palam-road_154180973_0,Dabri Palam Road,154180973,primary,1.04,77.081294,28.60573
dabri-palam-road_154180973_1,Dabri Palam Road,154180973,primary,0.869,77.081581,28.598512
pankha-road-flyover_164461742_0,Pankha Road Flyover,164461742,primary,0.582,77.122041,28.607306
mehrauli-badarpur-road_168923897_0,Mehrauli Badarpur Road,168923897,primary,1.074,77.270787,28.507766
mehrauli-badarpur-road_168923897_1,Mehrauli Badarpur Road,168923897,primary,1.121,77.262038,28.51084
mehrauli-badarpur-road_168923897_2,Mehrauli Badarpur Road,168923897,primary,0.229,77.256054,28.511434
mehrauli-badarpur-road_168923899_0,Mehrauli Badarpur Road,168923899,primary,1.066,77.25892,28.512049
mehrauli-badarpur-road_168923899_1,Mehrauli Badarpur Road,168923899,primary,1.257,77.269125,28.508106
mehrauli-badarpur-road_168923899_2,Mehrauli Badarpur Road,168923899,primary,0.433,77.27669,28.505542
mahipalpur-flyover_169324593_0,Mahipalpur Flyover,169324593,motorway,0.206,77.116321,28.538417
sh18_169365628_0,SH18,169365628,primary,1.033,76.980677,28.830017
mathura-road_170455027_0,Mathura Road,170455027,trunk,0.901,77.302879,28.49582
unnamed_170455123_0,unnamed,170455123,primary,0.055,77.299584,28.499325
mathura-road_170455156_0,Mathura Road,170455156,primary,0.832,77.299817,28.502731
unnamed_170455186_0,unnamed,170455186,primary,0.104,77.300956,28.498725
unnamed_170455193_0,unnamed,170455193,primary,0.143,77.301037,28.500615
mathura-road_170455204_0,Mathura Road,170455204,primary,1.044,77.300212,28.503265
unnamed_170455224_0,unnamed,170455224,primary,0.178,77.301164,28.500199
mehrauli-badarpur-road_170460549_0,Mehrauli Badarpur Road,170460549,primary,0.466,77.203975,28.520177
mehrauli-badarpur-road_170460552_0,Mehrauli Badarpur Road,170460552,primary,1.074,77.293585,28.500883
mehrauli-badarpur-road_170460552_1,Mehrauli Badarpur Road,170460552,primary,0.332,77.28487,28.502289
mehrauli-badarpur-road_170460553_0,Mehrauli Badarpur Road,170460553,primary,0.305,77.282567,28.502472
baba-banda-singh-bahadur-setu_170767283_0,Baba Banda Singh Bahadur Setu,170767283,trunk,1.144,77.237206,28.582034
baba-banda-singh-bahadur-setu_170767283_1,Baba Banda Singh Bahadur Setu,170767283,trunk,1.045,77.246937,28.58654
baba-banda-singh-bahadur-setu_170767283_2,Baba Banda Singh Bahadur Setu,170767283,trunk,0.795,77.255969,28.582808
baba-banda-singh-bahadur-setu_170767284_0,Baba Banda Singh Bahadur Setu,170767284,trunk,1.032,77.258694,28.581951
baba-banda-singh-bahadur-setu_170767284_1,Baba Banda Singh Bahadur Setu,170767284,trunk,1.031,77.250074,28.58694
baba-banda-singh-bahadur-setu_170767284_2,Baba Banda Singh Bahadur Setu,170767284,trunk,1.009,77.242971,28.586838
baba-banda-singh-bahadur-setu_170767284_3,Baba Banda Singh Bahadur Setu,170767284,trunk,0.518,77.236356,28.58033
barapullah-road_170767285_0,Barapullah Road,170767285,trunk,0.574,77.230585,28.579526
mahatma-gandhi-marg_170767287_0,Mahatma Gandhi Marg,170767287,primary,0.23,77.265508,28.581819
